"geoid","region_type","region_name","year","measure","value"
20120,"zip code","CENTREVILLE","2019","pop_black",2838.34887745757
20120,"zip code","CENTREVILLE","2019","pop_native",62.3658536585366
20120,"zip code","CENTREVILLE","2019","pop_AAPI",11501.4638753835
20120,"zip code","CENTREVILLE","2019","pop_white",21601.1514299436
20120,"zip code","CENTREVILLE","2019","pop_male",19039.9371407532
20120,"zip code","CENTREVILLE","2019","pop_male0_4",1248.03152806423
20120,"zip code","CENTREVILLE","2019","pop_male5_9",1130.93238366202
20120,"zip code","CENTREVILLE","2019","pop_male10_14",1377.99970262376
20120,"zip code","CENTREVILLE","2019","pop_male15_17",643.760485960759
20120,"zip code","CENTREVILLE","2019","pop_female",19351.1424755265
20120,"zip code","CENTREVILLE","2019","pop_female0_4",937.403671335291
20120,"zip code","CENTREVILLE","2019","pop_female5_9",1827.57132990951
20120,"zip code","CENTREVILLE","2019","pop_female10_14",1309.10703616342
20120,"zip code","CENTREVILLE","2019","pop_female15_17",717.485388689731
20120,"zip code","CENTREVILLE","2019","perc_black",0.0266291598989257
20120,"zip code","CENTREVILLE","2019","perc_native",0.024761221120927
20120,"zip code","CENTREVILLE","2019","perc_AAPI",0.0576793901099348
20120,"zip code","CENTREVILLE","2019","perc_white",0.0324668285765533
20120,"zip code","CENTREVILLE","2019","perc_male",0.0355963356612934
20120,"zip code","CENTREVILLE","2019","perc_male0_4",0.0349005904544197
20120,"zip code","CENTREVILLE","2019","perc_male5_9",0.0307096462142422
20120,"zip code","CENTREVILLE","2019","perc_male10_14",0.0378663131507041
20120,"zip code","CENTREVILLE","2019","perc_male15_17",0.0297300247156438
20120,"zip code","CENTREVILLE","2019","perc_female",0.035569211040947
20120,"zip code","CENTREVILLE","2019","perc_female0_4",0.0273419623423503
20120,"zip code","CENTREVILLE","2019","perc_female5_9",0.0527638011625009
20120,"zip code","CENTREVILLE","2019","perc_female10_14",0.0372568598238434
20120,"zip code","CENTREVILLE","2019","perc_female15_17",0.0336972842822182
20121,"zip code","CENTREVILLE","2019","pop_black",2763.1597889312
20121,"zip code","CENTREVILLE","2019","pop_native",125
20121,"zip code","CENTREVILLE","2019","pop_AAPI",8427.82140624112
20121,"zip code","CENTREVILLE","2019","pop_white",15294.507133519
20121,"zip code","CENTREVILLE","2019","pop_male",14505.736741886
20121,"zip code","CENTREVILLE","2019","pop_male0_4",1145.03917277705
20121,"zip code","CENTREVILLE","2019","pop_male5_9",1205.40034862351
20121,"zip code","CENTREVILLE","2019","pop_male10_14",790.322580950756
20121,"zip code","CENTREVILLE","2019","pop_male15_17",540.602360787434
20121,"zip code","CENTREVILLE","2019","pop_female",14981.0829307111
20121,"zip code","CENTREVILLE","2019","pop_female0_4",1034.83064286932
20121,"zip code","CENTREVILLE","2019","pop_female5_9",946.704181587374
20121,"zip code","CENTREVILLE","2019","pop_female10_14",1033.1728528392
20121,"zip code","CENTREVILLE","2019","pop_female15_17",569.118190947157
20121,"zip code","CENTREVILLE","2019","perc_black",0.0259237419438163
20121,"zip code","CENTREVILLE","2019","perc_native",0.0496289629428044
20121,"zip code","CENTREVILLE","2019","perc_AAPI",0.0422651937122421
20121,"zip code","CENTREVILLE","2019","perc_white",0.0229878552019452
20121,"zip code","CENTREVILLE","2019","perc_male",0.0271193686334883
20121,"zip code","CENTREVILLE","2019","perc_male0_4",0.0320204596796874
20121,"zip code","CENTREVILLE","2019","perc_male5_9",0.0327317696332008
20121,"zip code","CENTREVILLE","2019","perc_male10_14",0.0217174229307689
20121,"zip code","CENTREVILLE","2019","perc_male15_17",0.0249659957360687
20121,"zip code","CENTREVILLE","2019","perc_female",0.0275366325816839
20121,"zip code","CENTREVILLE","2019","perc_female0_4",0.0301836885572884
20121,"zip code","CENTREVILLE","2019","perc_female5_9",0.027332290882161
20121,"zip code","CENTREVILLE","2019","perc_female10_14",0.0294038417705253
20121,"zip code","CENTREVILLE","2019","perc_female15_17",0.0267290982824757
20124,"zip code","CLIFTON","2019","pop_black",750.068617879347
20124,"zip code","CLIFTON","2019","pop_native",31.1882510013351
20124,"zip code","CLIFTON","2019","pop_AAPI",2683.71404096025
20124,"zip code","CLIFTON","2019","pop_white",11828.1287784834
20124,"zip code","CLIFTON","2019","pop_male",8414.25120915042
20124,"zip code","CLIFTON","2019","pop_male0_4",400.42095382958
20124,"zip code","CLIFTON","2019","pop_male5_9",537.964907384031
20124,"zip code","CLIFTON","2019","pop_male10_14",554.68567769516
20124,"zip code","CLIFTON","2019","pop_male15_17",462.097466232417
20124,"zip code","CLIFTON","2019","pop_female",8075.86167624446
20124,"zip code","CLIFTON","2019","pop_female0_4",310.512688280029
20124,"zip code","CLIFTON","2019","pop_female5_9",541.291877780058
20124,"zip code","CLIFTON","2019","pop_female10_14",588.342107015789
20124,"zip code","CLIFTON","2019","pop_female15_17",318.99662661637
20124,"zip code","CLIFTON","2019","perc_black",0.0070370831856888
20124,"zip code","CLIFTON","2019","perc_native",0.0123827244255691
20124,"zip code","CLIFTON","2019","perc_AAPI",0.0134587206280204
20124,"zip code","CLIFTON","2019","perc_white",0.0177778407173279
20124,"zip code","CLIFTON","2019","perc_male",0.0157309610932631
20124,"zip code","CLIFTON","2019","perc_male0_4",0.0111975758662525
20124,"zip code","CLIFTON","2019","perc_male5_9",0.0146080457329784
20124,"zip code","CLIFTON","2019","perc_male10_14",0.0152423121222909
20124,"zip code","CLIFTON","2019","perc_male15_17",0.0213404975790384
20124,"zip code","CLIFTON","2019","perc_female",0.0148441896215236
20124,"zip code","CLIFTON","2019","perc_female0_4",0.00905695858613488
20124,"zip code","CLIFTON","2019","perc_female5_9",0.0156276346332693
20124,"zip code","CLIFTON","2019","perc_female10_14",0.0167440696627771
20124,"zip code","CLIFTON","2019","perc_female15_17",0.0149819357740383
20151,"zip code","CHANTILLY","2019","pop_black",1028.7381548615
20151,"zip code","CHANTILLY","2019","pop_native",5.07760532150776
20151,"zip code","CHANTILLY","2019","pop_AAPI",7538.80824673547
